crop_type,soil_ph,relative_humidity_pct,air_temperature_c,growth_stage,Target_Nutrient,Form,Fertilizer
maize,5.21,71,23.6,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.21,71,23.6,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.21,71,23.6,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.61,78,32.2,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.61,78,32.2,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.61,78,32.2,vegetative,Potassium,Granular,MOP (KCl)
maize,7.61,78,32.2,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.61,78,32.2,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.61,78,32.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.61,78,32.2,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.61,78,32.2,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.61,78,32.2,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.61,78,32.2,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.74,52,17.8,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.74,52,17.8,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.74,52,17.8,vegetative,Potassium,Granular,MOP (KCl)
maize,6.74,52,17.8,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.74,52,17.8,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.74,52,17.8,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.74,52,17.8,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.74,52,17.8,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.74,52,17.8,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.74,52,17.8,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.77,65,25.6,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.77,65,25.6,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.77,65,25.6,vegetative,Potassium,Granular,MOP (KCl)
maize,5.77,65,25.6,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.77,65,25.6,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.77,65,25.6,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.77,65,25.6,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.77,65,25.6,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.77,65,25.6,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.77,65,25.6,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.04,71,29.1,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.04,71,29.1,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.04,71,29.1,flowering,Potassium,Granular,MOP (KCl)
maize,6.04,71,29.1,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.04,71,29.1,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.04,71,29.1,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.04,71,29.1,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.04,71,29.1,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.04,71,29.1,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.04,71,29.1,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.69,66,29.7,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.69,66,29.7,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.69,66,29.7,flowering,Potassium,Granular,MOP (KCl)
maize,6.69,66,29.7,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.69,66,29.7,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.69,66,29.7,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.69,66,29.7,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.69,66,29.7,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.69,66,29.7,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.69,66,29.7,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.9,79,30.4,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.9,79,30.4,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.9,79,30.4,vegetative,Potassium,Granular,MOP (KCl)
maize,6.9,79,30.4,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.9,79,30.4,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.9,79,30.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.9,79,30.4,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.9,79,30.4,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.9,79,30.4,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.9,79,30.4,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.88,70,29.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.88,70,29.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.88,70,29.7,vegetative,Potassium,Granular,MOP (KCl)
maize,6.88,70,29.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.88,70,29.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.88,70,29.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.88,70,29.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.88,70,29.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.88,70,29.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.88,70,29.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.56,58,30.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.56,58,30.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.56,58,30.9,vegetative,Potassium,Granular,MOP (KCl)
maize,6.56,58,30.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.56,58,30.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.56,58,30.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.56,58,30.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.56,58,30.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.56,58,30.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.56,58,30.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.51,47,31.3,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.51,47,31.3,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.51,47,31.3,vegetative,Potassium,Granular,MOP (KCl)
maize,5.51,47,31.3,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.51,47,31.3,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.51,47,31.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.51,47,31.3,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.51,47,31.3,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.51,47,31.3,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.51,47,31.3,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.36,78,27.8,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.36,78,27.8,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.36,78,27.8,vegetative,Potassium,Granular,MOP (KCl)
maize,7.36,78,27.8,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.36,78,27.8,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.36,78,27.8,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.36,78,27.8,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.36,78,27.8,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.36,78,27.8,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.36,78,27.8,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.02,71,31.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.02,71,31.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.02,71,31.7,vegetative,Potassium,Granular,MOP (KCl)
maize,6.02,71,31.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.02,71,31.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.02,71,31.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.02,71,31.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.02,71,31.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.02,71,31.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.02,71,31.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.89,54,26.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.89,54,26.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.89,54,26.7,vegetative,Potassium,Granular,MOP (KCl)
maize,5.89,54,26.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.89,54,26.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.89,54,26.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.89,54,26.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.89,54,26.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.89,54,26.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.89,54,26.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.46,34,32.3,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.46,34,32.3,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.46,34,32.3,vegetative,Potassium,Granular,MOP (KCl)
maize,6.46,34,32.3,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.46,34,32.3,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.46,34,32.3,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.46,34,32.3,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.46,34,32.3,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.46,34,32.3,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.46,34,32.3,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.52,37,25.7,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.52,37,25.7,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.52,37,25.7,vegetative,Potassium,Granular,MOP (KCl)
maize,6.52,37,25.7,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.52,37,25.7,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.52,37,25.7,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.52,37,25.7,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.52,37,25.7,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.52,37,25.7,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.52,37,25.7,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.77,69,30.4,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.77,69,30.4,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.77,69,30.4,flowering,Potassium,Granular,MOP (KCl)
maize,6.77,69,30.4,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.77,69,30.4,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.77,69,30.4,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.77,69,30.4,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.77,69,30.4,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.77,69,30.4,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.77,69,30.4,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,8.86,70,32.4,vegetative,Nitrogen,Granular,Urea (46% N)
maize,8.86,70,32.4,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,8.86,70,32.4,vegetative,Potassium,Granular,MOP (KCl)
maize,8.86,70,32.4,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,8.86,70,32.4,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,8.86,70,32.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,8.86,70,32.4,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,8.86,70,32.4,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,8.86,70,32.4,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,8.86,70,32.4,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.42,61,33.3,flowering,Nitrogen,Granular,Urea (46% N)
maize,5.42,61,33.3,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.42,61,33.3,flowering,Potassium,Granular,MOP (KCl)
maize,5.42,61,33.3,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.42,61,33.3,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.42,61,33.3,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,5.42,61,33.3,flowering,Calcium & Sulfur,Granular,Gypsum
maize,5.42,61,33.3,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.42,61,33.3,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.42,61,33.3,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.3,32,22.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.3,32,22.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.3,32,22.9,vegetative,Potassium,Granular,MOP (KCl)
maize,6.3,32,22.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.3,32,22.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.3,32,22.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.3,32,22.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.3,32,22.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.3,32,22.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.3,32,22.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.32,45,25.1,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.32,45,25.1,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.32,45,25.1,vegetative,Potassium,Granular,MOP (KCl)
maize,6.32,45,25.1,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.32,45,25.1,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.32,45,25.1,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.32,45,25.1,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.32,45,25.1,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.32,45,25.1,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.32,45,25.1,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.79,57,26.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.79,57,26.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.79,57,26.9,vegetative,Potassium,Granular,MOP (KCl)
maize,6.79,57,26.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.79,57,26.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.79,57,26.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.79,57,26.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.79,57,26.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.79,57,26.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.79,57,26.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.25,46,39.9,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.25,46,39.9,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.25,46,39.9,flowering,Potassium,Granular,MOP (KCl)
maize,6.25,46,39.9,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.25,46,39.9,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.25,46,39.9,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.25,46,39.9,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.25,46,39.9,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.25,46,39.9,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.25,46,39.9,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.89,76,29.6,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.89,76,29.6,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.89,76,29.6,vegetative,Potassium,Granular,MOP (KCl)
maize,6.89,76,29.6,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.89,76,29.6,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.89,76,29.6,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.89,76,29.6,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.89,76,29.6,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.89,76,29.6,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.89,76,29.6,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.88,62,25.5,flowering,Nitrogen,Granular,Urea (46% N)
maize,6.88,62,25.5,flowering,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.88,62,25.5,flowering,Potassium,Granular,MOP (KCl)
maize,6.88,62,25.5,flowering,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.88,62,25.5,flowering,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.88,62,25.5,flowering,Zinc,Granular/foliar,Zinc Sulfate
maize,6.88,62,25.5,flowering,Calcium & Sulfur,Granular,Gypsum
maize,6.88,62,25.5,flowering,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.88,62,25.5,flowering,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.88,62,25.5,flowering,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.76,33,17.0,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.76,33,17.0,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.76,33,17.0,vegetative,Potassium,Granular,MOP (KCl)
maize,5.76,33,17.0,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.76,33,17.0,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.76,33,17.0,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.76,33,17.0,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.76,33,17.0,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.76,33,17.0,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.76,33,17.0,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,7.23,52,18.2,vegetative,Nitrogen,Granular,Urea (46% N)
maize,7.23,52,18.2,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,7.23,52,18.2,vegetative,Potassium,Granular,MOP (KCl)
maize,7.23,52,18.2,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,7.23,52,18.2,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,7.23,52,18.2,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,7.23,52,18.2,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,7.23,52,18.2,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,7.23,52,18.2,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,7.23,52,18.2,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.25,53,26.8,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.25,53,26.8,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.25,53,26.8,vegetative,Potassium,Granular,MOP (KCl)
maize,6.25,53,26.8,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.25,53,26.8,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.25,53,26.8,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.25,53,26.8,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.25,53,26.8,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.25,53,26.8,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.25,53,26.8,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.4,45,30.9,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.4,45,30.9,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.4,45,30.9,vegetative,Potassium,Granular,MOP (KCl)
maize,5.4,45,30.9,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.4,45,30.9,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.4,45,30.9,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.4,45,30.9,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.4,45,30.9,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.4,45,30.9,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.4,45,30.9,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,6.05,65,17.5,vegetative,Nitrogen,Granular,Urea (46% N)
maize,6.05,65,17.5,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,6.05,65,17.5,vegetative,Potassium,Granular,MOP (KCl)
maize,6.05,65,17.5,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,6.05,65,17.5,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,6.05,65,17.5,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,6.05,65,17.5,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,6.05,65,17.5,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,6.05,65,17.5,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,6.05,65,17.5,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
maize,5.0,57,29.4,vegetative,Nitrogen,Granular,Urea (46% N)
maize,5.0,57,29.4,vegetative,Phosphorus & N,Granular,DAP (18-46-0)
maize,5.0,57,29.4,vegetative,Potassium,Granular,MOP (KCl)
maize,5.0,57,29.4,vegetative,Nitrogen,Granular,Ammonium Nitrate / CAN
maize,5.0,57,29.4,vegetative,Phosphorus & N,Granular,Monoammonium Phosphate (MAP 11-52-0)
maize,5.0,57,29.4,vegetative,Zinc,Granular/foliar,Zinc Sulfate
maize,5.0,57,29.4,vegetative,Calcium & Sulfur,Granular,Gypsum
maize,5.0,57,29.4,vegetative,Balanced NPK,Granular,"Compound NPK (e.g., 16-16-16)"
maize,5.0,57,29.4,vegetative,Slow release nutrients,Organic bulk,Farm Yard Manure / Compost
maize,5.0,57,29.4,vegetative,Micronutrients,Liquid (foliar),"Foliar Micronutrient mix (Fe,Zn,Mn)"
